feature	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53	T54	T55	T56	T57	T58	T59	T60	T61	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76	T77	T78	T79	T80	T81	T82	T83	T84	T85	T86	T87	T88	T89	T90	T91	T92	T93	T94	T95	T96	T97	T98	T99	T100
S1	0.233146899319359	-0.231503022469824	-0.722525021978641	-0.702425822559106	0.937758058167753	1.03175490199251	-0.235287618579688	-1.93006693006114	-0.574744089758237	1.00135810174166	0.894220821053217	0.675288879205041	1.01710731969901	1.13013801844028	0.212749334184356	-0.350582693534919	-0.0281974232334485	0.85804713969056	0.702070863451522	-1.45205428963482	-0.0644610033872097	1.3026248671003	0.449288216913381	1.75651978942261	2.28556520554306	0.960928391660317	-0.56680016851032	0.0988206569658064	-0.385023796530506	1.14642534139193	-0.200527626919595	0.386594670754361	0.662840489539527	0.755098556427237	0.0661341931745582	0.104961556616719	-1.16823668617561	2.16981805924902	-1.0587631887197	0.640463573996327	-0.838822539267698	-1.16972538785697	1.48002962842663	-1.11403954069215	0.6446894044366	0.753161949137533	0.261137782377889	0.662370791658508	0.851854918695494	0.170475712787798	2.3588099457943	0.355190816726584	0.912791085140602	-0.118906660847509	0.282965846718373	-1.52842937303867	-0.445169705723117	-0.776648963153124	0.436545710570879	-1.60274152930945	-0.708171133833891	0.689028412685272	-0.358802985097273	0.891697172257563	0.956370335810056	-0.753439172188207	-0.141903454629172	-1.32236155858072	-0.70353295874136	-0.253107528791217	-0.330080075908678	0.332096687710214	0.881050997601209	-0.720779098774124	0.221132292939153	1.76821212071784	0.994007368754634	-1.38153741164207	-0.339074574029005	0.150279237902135	-1.10915115801097	-1.07583461891938	1.22636130225705	-0.928922275162096	-0.622059588844013	-0.869741554548055	-0.0560175442663509	-0.112057638297651	0.984006801174899	1.26765364222331	-0.0826093342337663	-2.13428600811831	1.15882338060972	-0.718145013515339	0.064955397068896	1.75542860662709	0.562300281918343	0.887428218402336	1.70377548635796	1.0705949329312
S2	0.498341295028802	-0.666358092324593	0.718364139658198	-1.38011566593101	0.72577591175939	1.36418937813335	-0.171808578373889	-0.770201613853025	-0.0529244064391609	1.47785993617075	0.471472801871609	1.40556076114583	-0.218652257179061	-0.946422001769043	-0.617777477772287	0.101964312658669	0.970932381963994	-1.58297357315538	-0.780053404516472	-0.843460635902392	-0.157437203719967	-0.120613441937402	2.56173186246774	0.658459654763817	0.231589499674277	0.794610839370793	-2.2752701079075	0.215367671368371	-0.446598152705055	-0.218393813154547	-0.154101159268885	-1.46223858013977	0.589264698662889	1.03856815429881	2.13272154330378	-1.8387649632014	-0.424438496774549	1.22301362414301	-1.81765527791601	1.1915550786394	-0.879764100083319	-0.928372590094972	-0.295423413665924	-0.805004679763182	0.966425939614422	-0.118134749903884	1.13624200226049	2.04285757863312	-0.821749922658847	-0.402929147116795	0.208446262519394	-1.48662355994517	0.65210079168574	-0.9840034546348	0.265495694463996	-0.462976309786674	-0.694169305942843	-0.0198304146163621	-0.61397328190557	-1.6459160761819	-0.300211546866425	0.565918834759243	0.497472531931201	1.0656463050799	0.52273855515688	-1.62188874142908	0.867699808042204	-1.50770976030216	-0.939533159933891	0.0432050945420329	-1.92527950444245	1.57661187760683	1.29958704918281	-0.129048169951202	-1.16959688239967	-0.5997231969658	-0.208254677408087	0.324557110988975	0.897995341191101	-0.0875379938757062	-1.78288548313338	-0.155611107143631	-0.904550561383188	0.973885703720802	1.03178573184543	-1.28184582045134	0.604449139944018	-1.5701008741791	0.110453040410905	0.754688963570296	-0.477608182556689	-2.21369359775032	2.08183131798036	-1.26979660710686	0.477296045050953	2.11773661499274	-0.671302457413602	-0.689522661193594	0.411571792986891	0.531701324686311
S3	0.593071326794438	0.0206129788384917	-0.407030492082872	0.271980069165867	0.817190569564947	1.13383549875898	-0.681324589694403	-0.0576064012076496	-0.925410663263031	-0.655238019918023	-0.198596407223098	-0.405697652448711	1.41531580206876	-0.393219813531677	-0.285490993933543	1.79862255404504	-1.11334043534405	-0.806176723740837	-0.842546732209647	-2.05443822242908	-1.054043014653	0.354296038171578	1.17138858315629	-0.785403835343079	-0.112221908720708	-1.51239047643937	-0.602380486535036	0.0164921739592243	-0.182279437129621	0.92264827984483	-0.584227024803276	0.184803705573119	0.79814481645645	0.444595358351356	-0.657884369153119	-0.773806333967607	0.903418173940918	1.55404622825015	-1.11513667895858	1.28651537194391	-0.806110509489654	-0.532858500092812	-0.717953566533481	-0.42915716228324	-0.301093604219216	1.44676629616324	1.33092833672476	-0.882583568952491	0.424249773232761	-0.663317234684187	0.25527479958521	-0.0651826459294534	-0.16141151727222	-0.824688425769598	-0.77543604777585	-0.794164161010313	-0.325607824284268	0.0229563494549234	-0.07661637369328	-0.402060608382661	0.217813667937559	0.315768020202676	0.119609016361586	0.822793798843984	0.467053010348923	-2.03469581798099	0.260005724831477	-0.666178354641221	-0.380618184423134	-0.281980281985733	0.0348558705849536	0.0971531212500252	1.5816377645233	-0.729349686823545	-0.284270210923973	0.110992239696131	0.382798131308339	-1.25724576870496	-0.263699123076718	1.52634528585357	-0.393690080928863	0.568769903617032	0.482254452430608	-0.722780667037091	-0.531187206840786	-0.520334643478457	-0.472968521714681	-1.30911317819001	-0.222973083243578	0.256886698184006	-0.450410433091092	-0.472088186024329	0.698606480598145	0.105038645093282	1.53198855496313	-0.760920442700297	2.01819104760446	-1.41701467397091	0.698197054182023	-0.218211778238451
S4	-0.88003252254112	0.990046926859464	-1.27932529781462	1.36614251721802	-2.04420380478564	1.09644055946895	-0.654685932045197	-0.837784971363734	0.734113940063489	0.217974318936113	0.509207837717829	0.0133374343181989	0.682083802269497	-1.69387463149636	-0.485930192214961	-0.609969060375112	0.341042864295473	-0.550101505552538	-0.417441827629663	-0.266887813822648	-0.963530419191628	-0.110581229346361	0.399278245196796	0.0053384978815543	0.122124435138417	0.106419634485099	-0.00768393019746136	0.403684175978194	1.57339929109257	-0.0334312700578286	1.18633285123992	-1.27718210072427	-0.0904791535184213	0.527551266449561	-1.95395544424376	-0.54405991808241	1.38836610948738	-1.45458478697579	-0.478992314254443	-0.482270333635477	-0.687677756635634	-0.605702621030075	-0.150040710797233	-0.938039900485282	0.223407388438574	1.29889347618617	2.08066902007832	-0.653125309719282	-0.733422057000427	-0.11879502541186	-1.27144099348458	-1.23531077833119	0.619204770005355	-0.65005161250051	-0.91237452472256	-0.999934966033607	-0.798775080680744	-0.757206818585054	-0.334103960217586	-0.684518336715863	1.19517454226973	0.488053533945409	-0.378014226504653	0.829630587890863	0.203923315463476	0.288064498309872	1.36697715744944	-0.401331139245628	0.833185030541427	-1.11270659666599	-2.20250627078145	0.214750912109057	1.16635194745756	1.01006860257191	0.730337794829348	0.0546194713164705	0.178905725855713	0.571424911586099	0.663031136927477	-0.0790785288400344	0.358543327635004	0.77294780040797	1.35261817366503	0.128047887613361	-1.88550862306693	-0.30224620980642	-0.630775989747763	-0.512235025702343	-0.524168160659773	1.74058308800714	-0.833882201176316	-0.586558701867375	-0.727575646067263	-0.923749960854693	0.69195563943247	0.209367698585702	-0.491936966753836	0.426621244752145	0.76473493308631	0.659190731299895
S5	-1.90037004487481	-0.204933071057454	-0.214276302872536	-0.881482901595609	0.334752426096541	1.2760524028998	-1.53483835701259	0.702814924374189	-0.849227265198264	-0.862828092546656	-0.542054087342796	-1.06495659635848	-0.0463306384183032	0.356579582015204	-0.777792123292467	1.37797033990669	1.38409946973835	-0.242701850248642	-1.1507395224676	-1.7426116950278	0.515777031806798	0.8766542754895	0.213910785960736	2.04289003449135	0.108455381270521	-0.884010496491307	1.26771925077498	1.34500847873794	-0.432839612551896	-0.199929087026623	-0.350927321182843	0.00907933949202122	1.51310645537181	0.755905182790467	-0.269052530081814	0.454819977908272	-1.02914564615277	-0.0584398739672634	-0.721954408453888	0.536997140135548	-0.700685277166175	-0.786269800514225	-0.127556676882959	0.419124296751942	0.112774479861564	2.32725961471013	0.26788329986536	0.826208109463764	-0.209691156751633	1.05689288960959	-1.37980032185214	-0.64692961654551	0.862430899871746	-2.04463554038403	0.944205852122012	-1.30464688899813	-0.98699305501669	0.0971666518001672	-0.57814219779822	-0.619329196142993	1.4443703309352	1.02152858346123	0.174679462414993	0.387218426532968	0.836727220316746	-0.204893388877384	0.169276261790276	-1.01390907045796	0.94640595936122	-0.93824042352034	-1.48399556647448	-1.39603755833269	-0.315104071230116	0.237140645546044	-0.0837937491847753	1.3575760161045	1.16901673385415	-0.204988506627672	1.54915737137279	1.02055389795316	-0.0961196131844875	0.480314621690424	-0.507305163578107	-1.01486853592744	-1.7473810335536	0.179012974489674	0.757518297866686	-0.17867048948816	1.1784181921667	0.791065681995739	-0.768988907662348	-0.879975721959883	1.52928262275203	0.118556200199511	-0.850756211973838	0.50359874646451	0.0728065746665198	-0.621094238170017	0.769734717568528	0.0167919236816679
S6	-2.01752875894424	1.11287962850581	0.988556205490888	1.75697845693801	0.294376924160747	0.285911824350716	-1.13240192441337	-0.769392012800074	-1.05231555472832	-0.861853901908734	1.08431358313882	-1.11745098122074	0.214313957852792	0.254069568976719	0.839572507773322	0.334077582681135	0.233284798467346	1.15785075122338	0.665009882245573	-1.23576551068565	-1.0784356829537	0.792459968660619	1.70204949042207	0.0151360202194842	1.18681602764092	-0.875472402744317	-1.19119968655709	-0.489611839239674	-1.15614255020087	-1.2722619197898	-0.0213767434316582	-0.97443131333143	1.26233129782622	0.857779198829562	0.322746482417746	0.293983042776431	2.37321267496899	1.02428492636001	-0.53934355193493	0.571398332337569	-0.885079416966838	-0.0192751157860469	-0.0721614373164945	1.36712370555616	-1.38410361465651	0.441563607549584	1.3812524772968	-0.254194269220955	-1.20897933610962	1.42560188949854	0.363405047073207	-1.25294670332054	-0.616625471037776	-0.945314636500937	1.9530199134825	-0.869756531363384	-0.595787905321773	0.680788142029468	0.178294197101724	-0.247080638240638	-0.0083945799477724	0.547873860049488	-1.22435966580427	0.39604909950463	1.30451103422879	0.149042382192886	0.785950920790788	-0.709992772274257	2.18720610736978	-0.24474656423966	0.789473520371254	1.27652424361432	0.576787673547052	-1.18069126829376	0.232400480556702	-0.463267774670599	0.553127594722952	-0.346324494609197	1.24497936006978	0.929207219827298	1.28987830227383	-1.62380733456426	0.493514554397785	-0.673996586844289	0.233818370188461	-1.7314738974095	0.7629642699348	-2.03090057450815	-0.0660197614371189	-2.31218212904579	-0.983179192376037	-0.379746084009983	0.311393550113154	1.19863460237518	0.515776406498987	1.74060218946514	0.0812645677290837	0.382486013467171	-1.4736390145831	0.869066163279848
S7	0.105736277414602	-0.581087899351272	-0.418412056644925	-1.89717321543895	0.852044546677909	-0.422157580382397	-0.573683248759704	-0.84939872025712	0.201734893367758	-0.359787441948291	1.24950358169671	-2.66288281574072	1.34752306798236	-0.803479110065221	-1.52816845092979	-0.915422229046657	1.13815780624094	0.819200910393986	-0.501491722430119	0.165181819497136	-1.17576097835102	0.345077725115762	0.590385270020314	0.118052696254223	0.398492890639987	-0.131419116157692	1.11567399508242	-0.241657335024967	-0.694821480066606	-0.168913660897037	-0.36443282500239	-0.801264911147379	0.281678462444551	0.420297121077569	1.0725008830447	-0.194895318865296	0.41847697026392	0.459594385542915	-0.699250462253539	-0.254317283870244	0.741779488216165	-0.827305896848825	-0.964490938371112	-1.18805623308384	1.11931883167556	0.812908001709129	0.101872535891657	-0.0610893139581222	-0.405129823691548	-0.988061124640149	-2.6060389175131	0.13269877864558	0.652656120613657	-1.06218882937741	1.25475799575254	-0.0169830314432311	0.125259229384606	0.646528990883842	-0.656189633074635	-0.718585329138507	1.58431717173808	0.189663373844426	-0.969520853425877	0.531498233549126	1.29507749129108	0.278888639346198	0.187198688590445	-0.210557617203497	0.126071341533066	-0.0720375552244079	-2.49887993741885	-0.922589135355565	0.865847021360031	1.02472817272185	-0.680111741077542	-0.882445764220908	0.144568311563438	-0.562083383127286	1.9208015197524	0.0942229844280128	-0.64553957187022	-0.46625579094176	0.529157477654704	-0.744190978847451	-0.675265149321869	0.233530213301652	0.642204197402157	0.695717015753293	1.54713055192946	0.25549171594872	-1.43852651932723	-1.32464111562696	0.96728654073237	0.462900038604624	1.35666987379997	-2.03502187741425	-0.298888486864055	0.148663724457599	-0.188311055084609	-1.28572441300291
S8	-0.085120675005184	1.01628384009936	0.452511991156522	-0.598415925088661	0.61402888703386	1.24639354506922	0.880105590709436	-1.48661010397695	-0.164839359535594	0.169586727846119	0.226524946541669	1.02130379442386	1.64410263974095	-1.44928616182821	-1.36961537706678	-0.45462386925351	0.50957356398905	0.507398431396571	-0.45768301861144	-2.2100929556596	-0.605330542597851	1.35174495904069	-0.318417199794438	0.797974645662709	0.433678210936759	1.8882370562071	-1.01990707908743	-1.69857390236118	0.156815042861595	0.764700017192651	-0.264556435686199	0.265980108848746	-0.730268511937141	-0.52002696654828	0.453424955025333	1.12883895400049	0.370394106188814	0.549163596071868	-0.592327178143798	-0.028412562287994	-0.934973627196086	-1.16665139877715	-0.00866441777498722	0.287954489646343	0.795590174331854	0.208656936822365	-0.46622764091897	0.575533366570776	0.0336355118823822	0.655412032554724	-0.602953250328747	-0.686671288782744	1.00801300920487	-1.22601363289699	0.0876026537223263	-0.507388426588174	1.62950097799216	-0.245416157379847	-1.13756521960538	-1.13753627416318	0.491834587432162	0.893504972661566	1.02302740436625	0.737936025870625	2.43650230280547	-1.62614363852567	-0.5199512574596	-0.800694044288031	-2.00820687099021	-0.987454436903541	-1.4845103723753	-0.898497282335158	-0.643407036564709	1.75952869849452	-0.0223992014795253	-0.216040251817026	-0.975989097605045	-0.00357210169991706	0.533505275899805	-0.973898407726403	-1.15373326969298	-0.432149327918542	1.87668622393692	-0.570459728384837	0.73793816030691	-2.28794075478569	1.63974498433408	-0.962017971523317	0.838943101739241	-0.795379003341181	-0.32916946938108	0.39086426347254	0.865247416776773	-1.08672505025466	1.29645968063357	1.87386443502814	-0.400404529055031	-1.02612170531479	1.56925627955121	-1.05139792927088
S9	-0.24478386248827	-1.11589737307249	-1.27598755647525	1.88217219491318	0.4213896465137	0.403582383215266	0.0944172904431012	-0.966800817987254	-1.48638164238512	-0.172721276592012	1.34165622932214	-0.7126220630901	1.18295574337694	-0.386304480756836	-2.30498506716804	0.561003588217272	1.5309781206885	-0.272828998889526	0.62165721868643	-1.02086837350958	5.21682409115876e-05	0.896917009354101	0.439877632012268	2.36540858009326	-0.609104587454569	0.409694257125072	0.807865189524425	-0.0867594953734273	-0.0962839457557059	0.53958288732482	-0.447399167270676	0.0415196899758215	-0.330063901779085	0.404676203113635	0.973360542735532	0.669701887310169	0.826265826775586	0.195113948339612	-0.723014587222643	0.834865421352363	-0.807057170712673	-0.779858934134288	-0.218376848928484	0.488650483516814	-0.61074280128609	0.0629513201147472	0.575917136100801	0.944279033424842	-1.46719247821997	-0.35972025883805	0.844083929832471	-0.896324436372283	0.50367532793805	-0.348029473232536	-1.13170463953919	-0.108880916270266	-1.10258961085807	0.724770626161927	-2.08276436018409	-0.379399417236434	-0.116603641577883	0.0943619224857012	-1.28191613336696	-0.21659173155562	1.06975106952741	1.22748503702343	1.25430690569372	-0.128441646845678	-1.295754474955	-0.988755218483417	-0.240831391542546	-0.823692358317901	1.86411911001182	1.42108191132116	-0.23203110914656	-0.805363261866068	1.32360967607539	0.215979070916237	1.5716678555626	-2.95204340980325	-0.570693283675173	-0.625488602633022	-0.663443469867031	-0.366163872742021	-0.650640704640492	0.51061492126494	0.172537447255092	-1.57175869609224	-0.190271651886889	-0.0522518159374517	-0.467501935211398	-0.686441806487936	0.627161718338141	0.222358555907681	0.689082701970662	-0.137193471060761	-0.0938510183261868	-0.473440682687831	-1.65657474325776	0.0175407753094249
S10	-1.62960934264596	-0.176872197858406	-1.16118460140638	0.0402309040034834	0.904224118881532	0.821426474796533	-1.16501425636823	-0.553729809922536	0.742817902818186	-1.28962076724266	-0.16429203387678	0.306297063564254	2.15902849289466	-0.442373422478671	-1.52351198952298	0.202658470757886	0.441910501336682	-0.241530543191797	-0.421437269988753	0.42447632166743	-1.78791806706588	0.304899735910265	0.0851210802161229	1.28107394786362	-0.0316029667916244	-0.689433333292738	0.187773703221435	0.560326469801062	-1.05615097857208	0.493858524400868	0.824808466684973	-2.00784144617657	1.74141279194175	0.904201743164687	-0.135276569200689	0.115859024952993	-0.998615252553834	0.547048355001327	-1.4925385881236	0.600860401198546	0.49343230945638	-1.46484641934918	0.254555833520158	-1.57566916853118	0.146601597839376	0.69987766134132	-0.458271718010481	-0.763835079709819	0.480953258386002	-0.425304266239583	-0.814112219861807	-0.994779829184862	-0.388035735990021	-0.693155741703622	-2.25988206899321	-0.15597065125091	0.413868381943428	0.55500966674009	0.0963240797144284	-1.34021216465634	-0.701498052280962	0.376763736118291	-0.607823715401036	0.471944337473533	1.55055933799534	-1.12211793451094	1.63827120385612	-0.86918664046384	1.07989309816157	-0.108188916539617	-0.223691083072253	1.46195823570424	0.211664763807861	-0.23059966294589	-0.483330035606169	1.94950865571327	1.84096471454941	-1.33814213345903	1.01353956216467	-1.45712171075264	1.56716170230501	0.0932547674827282	-0.0406084534334185	1.02284454456768	1.64602612035016	-1.61968661188649	1.60563618618602	-0.425801964274115	-0.594982374974504	1.85084594995085	-0.429144791569102	-0.0257327093835375	0.555253835733616	-0.69209037634893	-0.419358025506403	1.50100180612622	0.433925379477397	-1.73221083214448	-0.755784302647571	0.146902238374024
